Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
igd_QxKTxV,512,4,1,1,128,512,1,
wgd_QxKTxV,512,4,1,4,512,128,1,
igd_QxKT,512,4,1,1,512,128,1,
wgd_QxKT,128,4,1,4,512,512,1,
igd_get_V,512,4,1,1,128,1024,1,
wgd_get_V,1024,4,1,4,512,128,1,
igd_get_K,512,4,1,1,128,1024,1,
wgd_get_K,1024,4,1,4,512,128,1,
igd_get_Q,512,4,1,1,128,1024,1,
wgd_get_Q,1024,4,1,4,512,128,1,
