Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
MH_get_Q_head0,2048,1,1,1,8192,64,1,
MH_get_K_head0,2048,1,1,1,8192,64,1,
MH_get_V_head0,2048,1,1,1,8192,64,1,
MH_QxKT_head0,2048,1,1,1,64,2048,1,
MH_QxKTxV_head0,2048,1,1,1,2048,64,1,
