Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
igd_QxKTxV,512,1,1,1,64,512,1,
wgd_QxKTxV,512,1,1,1,512,64,1,
igd_QxKT,512,1,1,1,512,64,1,
wgd_QxKT,64,1,1,1,512,512,1,
igd_get_V,512,1,1,1,64,1024,1,
wgd_get_V,1024,1,1,1,512,64,1,
igd_get_K,512,1,1,1,64,1024,1,
wgd_get_K,1024,1,1,1,512,64,1,
igd_get_Q,512,1,1,1,64,1024,1,
wgd_get_Q,1024,1,1,1,512,64,1,
