Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
igd_QxKTxV,2048,2,1,1,32,2048,1,
wgd_QxKTxV,2048,2,1,2,2048,32,1,
igd_QxKT,2048,2,1,1,2048,32,1,
wgd_QxKT,32,2,1,2,2048,2048,1,
igd_get_V,2048,2,1,1,32,18432,1,
wgd_get_V,18432,2,1,2,2048,32,1,
igd_get_K,2048,2,1,1,32,18432,1,
wgd_get_K,18432,2,1,2,2048,32,1,
igd_get_Q,2048,2,1,1,32,18432,1,
wgd_get_Q,18432,2,1,2,2048,32,1,
